"id","code","name","account_type","reconcile","chart_template_id/id","tag_ids/id"
"chart76003","760.03","Pozostałe przychody operacyjne Aktualizacja wartości aktywów niefinansowych","income_other","False","l10n_pl_trilab.pl_trilab_chart_template","trilab_pl_reports.RZiSPor_D_III,trilab_pl_reports.RZiSKalk_G_III"
"chart76004","760.04","Pozostałe przychody operacyjne Różnice zaokrągleń","income_other","False","l10n_pl_trilab.pl_trilab_chart_template","trilab_pl_reports.RZiSPor_D_IV,trilab_pl_reports.RZiSKalk_G_IV"
"chart76005","760.05","Pozostałe przychody operacyjne Rozliczenie inwentaryzacji","income_other","False","l10n_pl_trilab.pl_trilab_chart_template","trilab_pl_reports.RZiSPor_D_IV,trilab_pl_reports.RZiSKalk_G_IV"
"chart76099","760.99","Pozostałe przychody operacyjne Inne","income_other","False","l10n_pl_trilab.pl_trilab_chart_template","trilab_pl_reports.RZiSPor_D_IV,trilab_pl_reports.RZiSKalk_G_IV"
"chart76102","761.02","Pozostałe koszty operacyjne Strata z rozchodu niefinansowych aktywów trwałych","expense","False","l10n_pl_trilab.pl_trilab_chart_template","trilab_pl_reports.RZiSPor_E_I,trilab_pl_reports.RZiSKalk_H_I,trilab_pl_reports.RZiSPor_D_I,trilab_pl_reports.RZiSKalk_G_I"
"chart76103","761.03","Pozostałe koszty operacyjne Aktualizacja wartości aktywów niefinansowych","expense","False","l10n_pl_trilab.pl_trilab_chart_template","trilab_pl_reports.RZiSPor_E_II,trilab_pl_reports.RZiSKalk_H_II"
"chart76104","761.04","Pozostałe koszty operacyjne Różnice zaokrągleń","expense","False","l10n_pl_trilab.pl_trilab_chart_template","trilab_pl_reports.RZiSPor_E_III,trilab_pl_reports.RZiSKalk_H_III"
"chart76105","761.05","Pozostałe koszty operacyjne Rozliczenie inwentaryzacji","expense","False","l10n_pl_trilab.pl_trilab_chart_template","trilab_pl_reports.RZiSPor_E_III,trilab_pl_reports.RZiSKalk_H_III"
"chart76106","761.06","Pozostałe koszty operacyjne Darowizny, rabaty","expense","False","l10n_pl_trilab.pl_trilab_chart_template","trilab_pl_reports.RZiSPor_E_III,trilab_pl_reports.RZiSKalk_H_III"
"chart76199","761.99","Pozostałe koszty operacyjne Inne","expense","False","l10n_pl_trilab.pl_trilab_chart_template","trilab_pl_reports.RZiSPor_E_III,trilab_pl_reports.RZiSKalk_H_III"
"chart800","800","Kapitał zakładowy","equity","False","l10n_pl_trilab.pl_trilab_chart_template","trilab_pl_reports.Pasywa_A_I"
"chart810","810","Kapitał zapasowy","equity","False","l10n_pl_trilab.pl_trilab_chart_template","trilab_pl_reports.Pasywa_A_II"
"chart820","820","Rozliczenie wyniku finansowego","equity","False","l10n_pl_trilab.pl_trilab_chart_template","trilab_pl_reports.Pasywa_A_V"
"chart83001","830.01","Rezerwa na podatek dochodowy","liability_non_current","False","l10n_pl_trilab.pl_trilab_chart_template","trilab_pl_reports.Pasywa_B_I_1"
"chart83002","830.02","Pozostałe rezerwy","liability_non_current","False","l10n_pl_trilab.pl_trilab_chart_template","trilab_pl_reports.Pasywa_B_I_3_1"
"chart845","845","Przychody przyszłych okresów - zaliczki","asset_prepayments","True","l10n_pl_trilab.pl_trilab_chart_template","trilab_pl_reports.Pasywa_B_IV_2_2"
"chart846","846","Przychody przyszłych okresów - pozostałe","asset_prepayments","True","l10n_pl_trilab.pl_trilab_chart_template","trilab_pl_reports.Pasywa_B_IV_2_2"
"chart850","850","Zakładowy Fundusz Świadczeń Socjalnych","liability_non_current","False","l10n_pl_trilab.pl_trilab_chart_template","trilab_pl_reports.Pasywa_B_III_4"
"chart860","860","Wynik finansowy roku ubiegłego","equity_unaffected","False","l10n_pl_trilab.pl_trilab_chart_template","trilab_pl_reports.Pasywa_A_VI"
"chart87001","870.01","Obowiązkowe odpisy wyniku finansowego Podatek dochodowy","expense","False","l10n_pl_trilab.pl_trilab_chart_template","trilab_pl_reports.RZiSPor_J"
"chart87002","870.02","Obowiązkowe odpisy wyniku finansowego Podatek odroczony","expense","False","l10n_pl_trilab.pl_trilab_chart_template","trilab_pl_reports.RZiSPor_J"
"chart991","991","Różnice w wyciągu in plus","income_other","False","l10n_pl_trilab.pl_trilab_chart_template",""
"chart992","992","Różnice w wyciągu in minus","expense","False","l10n_pl_trilab.pl_trilab_chart_template",""
"chart993","993","Różnice w kasie in plus","income_other","False","l10n_pl_trilab.pl_trilab_chart_template",""
"chart994","994","Różnice w kasie in minus","expense","False","l10n_pl_trilab.pl_trilab_chart_template",""
"chart999","999","Techniczne konto bilansujące","asset_current","False","l10n_pl_trilab.pl_trilab_chart_template",""
